2, 2, 2, -0.798920983812, 0.690860606066, 1.0562022133, 1.6273794245, 1.3334270605000003, 200.0, 0.9232621547500001, 500.0, 500.0010944766774, 0.66671353025, 100.0, 100.001012205, 2, 2, 2, 2.4543271875, 0.362662533541, 2.48097683515, 1.1075819, 0.5226432999999999, 200.0, 0.84626025, 500.0, 500.0007249858727, 0.26132165, 100.0, 100.000297295, 2, 2, 2, 9.4278356875, 0.124467016931, 9.4286572633, 0.360928, 0.05022750000000187, 200.0, 0.25887924999999967, 500.0, 500.0000677589484, 0.02511375, 100.0, 99.9999994511, 13
2, 1, 2, -0.890361116625, 0.633853220014, 1.09293770295, 1.650658557, 1.102993657, 208.0, 1.0991617285, 504.0, 504.0013078011671, 0.5514968285, 104.0, 104.00093288, 2, 2, 2, 2.3119131, 0.46476458973, 2.35816630156, 1.5474816, 0.11962569999999983, 2.0, 0.5251257500000002, 401.0, 401.0003484948819, 0.05981285, 1.0, 0.999920803653, 2, 2, 2, 9.4549235, 0.139103232023, 9.45594670565, 0.459038, 0.001502999999999588, 2.0, 0.23451699999999853, 401.0, 401.0000685763671, 0.0007515, 1.0, 1.00000026849, 13
1, 1, 1, -0.0441060492857, 0.407902036601, 0.410279679057, 1.3310848, 0, 0, 0.374343517, 396.0, 396.0001769356533, 0.0, 0.0, 0.0, 2, 1, 2, 2.14227721429, 0.449143240112, 2.18885388114, 1.450524, 0.08235940000000008, 7.0, 1.4093442999999999, 399.5, 399.502489499964, 0.0411797, 3.5, 3.49983291812, 1, 2, 2, 9.54999607143, 0.0924784241479, 9.55044382336, 0.288847, 0.01673100000000005, 7.0, 0.2804815000000005, 399.5, 399.50009860701346, 0.0083655, 3.5, 3.49999326285, 13
1, 2, 2, 3.64977392125, 3.56909835166, 5.10483229108, 9.32269135, 5.02473335, 387.0, 6.8103246749999995, 593.5, 593.539152797909, 2.512366675, 193.5, 193.516062911, 2, 1, 1, 0.02695229125, 2.36412740419, 2.36428103432, 7.9625436, 0, 0, 6.4541647, 400.0, 400.052066913764, 0.0, 0.0, 0.0, 1, 1, 1, 5.688254325, 5.67142041206, 8.03251185845, 16.925459, 0, 0, 16.925459, 794.0, 794.1803769688348, 0.0, 0.0, 0.0, 14
1, 1, 1, 1.44186033125, 0.695942297004, 1.60102994837, 2.21666895, 0, 0, 2.21666895, 1215.0, 1215.0020220646688, 0.0, 0.0, 0.0, 2, 2, 2, 3.8014832625, 0.542002025953, 3.83992723775, 1.5732629, 0.5423756000000002, 12.0, 1.1042137, 406.0, 406.0015815979097, 0.2711878, 6.0, 6.00071418366, 2, 2, 2, 8.8792748125, 0.143278185335, 8.88043072347, 0.33897, 0.03079199999999993, 12.0, 0.3235739999999998, 406.0, 406.00012944255207, 0.015396, 6.0, 5.99998581675, 13
1, 2, 2, 2.04431811429, 0.336621911283, 2.07184721047, 1.0556682, 0.5928861999999999, 25.0, 0.7592250999999998, 399.5, 399.5008145847733, 0.2964431, 12.5, 12.5005378831, 2, 1, 2, 3.71091405714, 0.486235159499, 3.74263380119, 1.3754015, 0.13294120000000031, 177.0, 1.3089309, 500.5, 500.5018031139949, 0.0664706, 88.5, 88.4995073324, 1, 2, 2, 8.82335935714, 0.137331857834, 8.82442804857, 0.383958, 0.07577999999999996, 177.0, 0.3460679999999998, 500.5, 500.50012020339136, 0.03789, 88.5, 88.5000049441, 13
1, 1, 1, 3.709966855, 3.58261011948, 5.15741692453, 9.1884129, 0, 0, 8.3329612, 602.0, 602.0576701964362, 0.0, 0.0, 0.0, 1, 1, 1, 0.888478575, 2.62575013581, 2.77199530194, 7.5446345, 0, 0, 4.9177167, 400.0, 400.03022877970295, 0.0, 0.0, 0.0, 1, 1, 1, 5.2062614625, 5.897654046, 7.8668597078, 14.8960946, 0, 0, 3.657921, 402.0, 402.016641926727, 0.0, 0.0, 0.0, 14
2, 1, 2, 4.3739294375, 1.8592387403, 4.75268633698, 5.6933859, 2.205170200000001, 2.0, 4.5908008, 602.0, 602.0184999825556, 1.1025851, 1.0, 1.00837723189, 2, 1, 2, -0.45253238175, 1.02987949433, 1.12491658774, 3.4765619, 0.3438538999999998, 202.0, 2.1060357499999998, 502.0, 502.00448350789407, 0.17192695, 101.0, 100.999819225, 1, 1, 1, 8.449069825, 0.964438690279, 8.50393572971, 2.839285, 0, 0, 2.8392850000000003, 603.0, 603.006684489742, 0.0, 0.0, 0.0, 13
1, 2, 1, 4.8485708375, 1.26398768877, 5.01061912777, 4.7609779, 0, 0, 2.6498163, 400.0, 400.00877681173915, 0.0, 0.0, 0.0, 2, 1, 2, -0.94911568625, 0.839529872534, 1.26713495444, 3.132708, 1.5146567000000002, 7.0, 2.37537965, 404.5, 404.50772248837984, 0.75732835, 3.5, 3.49548594264, 2, 1, 2, 8.303410625, 0.715421798826, 8.33417400572, 2.700101, 1.0565439999999988, 193.0, 0.7298229999999997, 504.5, 504.5006832946244, 0.528272, 96.5, 96.5006335118, 13
1, 1, 1, 5.65191404286, 0.883066859543, 5.72048419509, 2.4044237, 0, 0, 2.0370025, 614.0, 614.0033789639801, 0.0, 0.0, 0.0, 2, 1, 1, -1.50559456286, 0.888737211084, 1.7483331542, 2.7611759, 0, 0, 0.7560522999999999, 402.0, 402.0007109634016, 0.0, 0.0, 0.0, 1, 1, 1, 7.74882828571, 0.587743063186, 7.77108626318, 1.643557, 0, 0, 1.6435570000000004, 402.0, 402.00335978647274, 0.0, 0.0, 0.0, 13
1, 2, 2, 8.303852175, 0.48533238129, 8.31802311037, 1.5291296, 0.5011926000000004, 205.0, 1.2785333000000008, 501.5, 501.50190241227494, 0.2505963, 102.5, 102.498972301, 2, 2, 2, -1.70376164, 1.27714251588, 2.12929489076, 4.0445466, 1.2466707, 4.0, 2.05478345, 401.0, 401.0057649993037, 0.62333535, 2.0, 1.99677723047, 2, 1, 2, 4.6779649375, 0.750750064626, 4.73782456577, 2.7209995, 1.4981483999999998, 2.0, 1.9719253, 400.0, 400.0055712126409, 0.7490742, 1.0, 0.996293327679, 13
1, 2, 2, 8.72334985714, 0.0538351739543, 8.72351597443, 0.159701, 0.014507000000000048, 171.0, 0.15244750000000007, 524.5, 524.5000231640266, 0.0072535, 85.5, 85.4999941157, 1, 1, 1, -1.48706515714, 0.608978060713, 1.60692783286, 1.7504515, 0, 0, 1.7504515, 618.0, 618.0024790245212, 0.0, 0.0, 0.0, 1, 1, 1, 4.17623895714, 0.217881340441, 4.18191871103, 0.6695178, 0, 0, 0.6695177999999999, 845.0, 845.0002652390617, 0.0, 0.0, 0.0, 13
2, 1, 1, 2.07304292857, 1.08717750624, 2.3408250498, 3.0809647, 0, 0, 3.004339, 601.0, 601.0075091484522, 0.0, 0.0, 0.0, 1, 2, 1, 4.12518295714, 1.54120126686, 4.40368434096, 4.567061, 0, 0, 4.567061, 601.0, 601.0173525333339, 0.0, 0.0, 0.0, 2, 1, 2, 8.42578894286, 0.55187935593, 8.44384332713, 1.697712, 0.3167360000000006, 10.0, 1.5393440000000007, 406.0, 406.00295692097836, 0.158368, 5.0, 4.99936313903, 1
